[run number],vote-portion-strategic,utility-distribution,number-of-voters,perceived-utility-stdev,proportion-of-strategic-voters,minority-power,y-axis,x-axis,QV?,number-of-issues,issues-correlation,correlate-n-issues,[step],item 0 total-payoff-per-issue,first issue average payoff
13639,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.569503203,0.06
13642,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.143674639,0.06
13643,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.75947859,0.06
13645,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.388853127,0.06
13644,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.100305131,0.06
13646,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.188125279,0.06
13647,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.451597234,0.06
13649,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.244482906,0.06
13651,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.725257008,0.06
13650,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.17460042,0.06
13652,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.216881845,0.06
13653,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.218806597,0.06
13648,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.566055466,0.06
13655,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.589995393,0.06
13654,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.105899798,0.06
13657,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.052756551,0.06
13658,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.56104345,0.06
13659,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.687277425,0.06
13660,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.465777465,0.06
13661,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.606720257,0.06
13656,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.15530005,0.06
13662,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.645288404,0.06
13663,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.311126063,0.06
13666,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.435960206,0.06
13664,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.026755708,0.06
13667,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.262504566,0.06
13665,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.560858924,0.06
13669,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.680590892,0.06
13670,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.089412834,0.06
13668,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.052908648,0.06
13672,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.087782214,0.06
13671,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.045626297,0.06
13673,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.645462174,0.06
13675,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.289047427,0.06
13674,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.21519789,0.06
13676,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.754337951,0.06
13677,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.511789433,0.06
13680,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.525327124,0.06
13679,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.659687272,0.06
13678,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.020430151,0.06
13681,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.028036323,0.06
13682,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.706876191,0.06
13683,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.636050088,0.06
13685,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.684155104,0.06
13686,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.004916809,0.06
13687,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.260128928,0.06
13689,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.192099289,0.06
13684,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.037471666,0.06
13691,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.709378633,0.06
13690,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.703777381,0.06
13688,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.347936813,0.06
13692,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.376981544,0.06
13693,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.014198609,0.06
13694,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.477213956,0.06
13695,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.132758212,0.06
13696,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.170108773,0.06
13697,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.069430844,0.06
13698,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.157312526,0.06
13699,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.239969968,0.06
13702,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.735181311,0.06
13700,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.418329282,0.06
13703,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.190827562,0.06
13701,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.02619447,0.06
13704,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.172980191,0.06
13705,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.011032037,0.06
13706,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.500486292,0.06
13707,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.4460031,0.06
13708,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.779864139,0.06
13709,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.837200594,0.06
13710,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.380277259,0.06
13711,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.233174367,0.06
13712,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.444289634,0.06
13713,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.095573962,0.06
13714,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.159914808,0.06
13716,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.322633542,0.06
13717,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.42807949,0.06
13718,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.168403419,0.06
13719,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.747955596,0.06
13715,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.057217255,0.06
13720,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.457914501,0.06
13721,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.31843722,0.06
13722,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.624018208,0.06
13723,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.006250892,0.06
13724,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.181111392,0.06
13725,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.053475365,0.06
13726,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.17035545,0.06
13728,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.421242414,0.06
13729,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.165081688,0.06
13727,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.151499524,0.06
13730,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.54876464,0.06
13731,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.060092005,0.06
13733,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.480885318,0.06
13734,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.31971628,0.06
13732,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.42844173,0.06
13735,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.454705328,0.06
13736,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.117950226,0.06
13737,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.388267616,0.06
13738,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.385801203,0.06
13739,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.201470956,0.06
13740,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.135028648,0.06
13741,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.192202266,0.06
13742,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.15802917,0.06
13743,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.551602684,0.06
13744,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.556495267,0.06
13746,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.119812638,0.06
13747,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.64698088,0.06
13745,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.493958949,0.06
13748,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.064972069,0.06
13749,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.268367469,0.06
13750,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.007870764,0.06
13751,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.452964113,0.06
13752,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.553033121,0.06
13754,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.001136718,0.06
13753,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.049130286,0.06
13756,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.317037531,0.06
13755,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.232311892,0.06
13757,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.618315209,0.06
13758,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.681062646,0.06
13759,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.542265996,0.06
13760,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.540817459,0.06
13762,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.587352131,0.06
13761,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.592356413,0.06
13763,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.200340168,0.06
13765,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.145044692,0.06
13766,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.333622377,0.06
13767,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.654428713,0.06
13764,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.518227022,0.06
13768,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.318002372,0.06
13769,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.427338278,0.06
13770,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.764653029,0.06
13771,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.075969836,0.06
13772,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.823747088,0.06
13773,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.158096483,0.06
13774,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.62035179,0.06
13775,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.106596079,0.06
13776,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.192883744,0.06
13777,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.128486454,0.06
13778,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.427406783,0.06
13780,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.639476709,0.06
13779,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.038244263,0.06
13781,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.669810605,0.06
13782,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.4450938,0.06
13783,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.32682823,0.06
13784,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.866509311,0.06
13785,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.366295183,0.06
13786,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.529332694,0.06
13787,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.069310837,0.06
13789,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.715766141,0.06
13788,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.259185311,0.06
13790,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.514894113,0.06
13791,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.586437743,0.06
13792,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.259747613,0.06
13794,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.236646042,0.06
13793,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.075279052,0.06
13795,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.486441875,0.06
13796,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.70386435,0.06
13797,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.599875574,0.06
13798,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.295826286,0.06
13800,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.671721807,0.06
13799,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.312681747,0.06
13802,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.119828455,0.06
13803,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.294849365,0.06
13801,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.28530019,0.06
13805,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.704337179,0.06
13804,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.16571142,0.06
13806,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.291427405,0.06
13807,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.116644031,0.06
13809,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.065664992,0.06
13810,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.503228808,0.06
13811,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.823178155,0.06
13813,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.559175399,0.06
13814,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.428812865,0.06
13812,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.705620869,0.06
13808,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.315648309,0.06
13815,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.30954754,0.06
13816,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.411625485,0.06
13817,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.2031734,0.06
13819,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.591684766,0.06
13818,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.622972672,0.06
13821,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.713135535,0.06
13820,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.013439673,0.06
13822,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.078574323,0.06
13823,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.065356063,0.06
13824,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.06454219,0.06
13825,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.812008601,0.06
13826,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.078839376,0.06
13827,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.038270749,0.06
13829,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.341844764,0.06
13828,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.558130608,0.06
13831,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.634373765,0.06
13832,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.468755656,0.06
13833,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.295514273,0.06
13830,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.05476992,0.06
13834,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.669862454,0.06
13835,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.052476501,0.06
13837,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.678535434,0.06
13836,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.796157321,0.06
13839,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.277385468,0.06
13838,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.154689243,0.06
13840,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.043737472,0.06
13842,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.446056627,0.06
13841,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.817245285,0.06
13843,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.619620918,0.06
13844,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.366093693,0.06
13847,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.524713369,0.06
13846,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.463003863,0.06
13845,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.743960461,0.06
13848,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.566366362,0.06
13849,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.065547674,0.06
13851,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.131360574,0.06
13852,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.058833171,0.06
13850,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.113438025,0.06
13854,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.726201171,0.06
13855,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.085593186,0.06
13856,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.630945138,0.06
13853,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,0.040984774,0.06
13857,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.097660622,0.06
13858,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.603460299,0.06
13859,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.515623962,0.06
13861,1,Indifferent Majority vs. Passionate Minority,1001,0,0,0,1,0,TRUE,10,0.65,10,1,-0.546442077,0.06
