[run number],vote-portion-strategic,utility-distribution,number-of-voters,perceived-utility-stdev,proportion-of-strategic-voters,minority-power,y-axis,x-axis,QV?,number-of-issues,issues-correlation,correlate-n-issues,[step],item 0 total-payoff-per-issue,mean total-payoff-per-issue,first issue average payoff,average payoff
12776,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.73778057,-6.707258955,0,0
12778,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.21874464,-7.014093139,0,0
12781,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.56391398,-7.237042148,0,0
12782,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.85901743,-7.721726336,0,0
12783,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.30336734,-7.442704565,0,0
12784,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.27225656,-6.699816353,0,0
12785,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.22757644,-5.428982121,0,0
12786,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.4249128,-6.84270089,0,0
12788,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.23147695,-7.987416467,0,0
12787,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.63739867,-6.376170456,0,0
12790,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.30574168,-6.874863986,0,0
12792,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.37643086,-8.074545577,0,0
12791,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.02686577,-6.346488691,0,0
12789,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36957531,-6.949505053,0,0
12793,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.43957734,-6.185544177,0,0
12794,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.30614643,-6.955442951,0,0
12797,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.46998301,-7.846571102,0,0
12795,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.964960284,-8.628459481,0,0
12796,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.39527269,-8.197264082,0,0
12798,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.78574057,-8.49450072,0,0
12799,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.18995388,-5.486462159,0,0
12801,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.03379504,-5.430978105,0,0
12800,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.14164146,-5.367373723,0,0
12802,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.78432315,-5.65267916,0,0
12803,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.04744576,-6.959074058,0,0
12805,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.30742505,-7.30207504,0,0
12804,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.69295033,-7.083589414,0,0
12808,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.4004627,-6.763682178,0,0
12806,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.57097094,-7.141182667,0,0
12809,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.28815089,-6.458175694,0,0
12810,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.70208084,-7.172750642,0,0
12811,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.46275123,-6.15010162,0,0
12807,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.74581181,-7.741810406,0,0
12812,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.60982519,-6.257840185,0,0
12814,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.77180924,-7.450578033,0,0
12813,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.14231822,-8.480484824,0,0
12815,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.43243768,-5.927560616,0,0
12817,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.38543514,-7.174629313,0,0
12819,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36134078,-5.817425215,0,0
12816,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.10718295,-7.429463696,0,0
12820,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.44269003,-4.966882938,0,0
12821,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.28669709,-5.842590869,0,0
12818,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.07508859,-7.285728201,0,0
12822,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.23635038,-7.250857463,0,0
12823,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.28449986,-6.7700069,0,0
12825,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.12961119,-5.768703314,0,0
12824,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.12841509,-7.27798158,0,0
12827,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.32630737,-7.234855698,0,0
12828,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.06826774,-7.356464335,0,0
12826,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.40872978,-7.40941389,0,0
12829,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.63553719,-7.735833662,0,0
12831,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.50812811,-7.330983603,0,0
12830,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.70261297,-6.951965668,0,0
12833,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.1082888,-7.072831497,0,0
12835,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.931233687,-6.449922748,0,0
12832,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.23665741,-6.301959243,0,0
12834,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.73242122,-7.169195005,0,0
12836,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.46544158,-5.178256929,0,0
12837,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.34823559,-7.164875204,0,0
12838,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36197809,-9.524726536,0,0
12839,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.38892599,-7.199679603,0,0
12842,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.70623327,-5.097145187,0,0
12843,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.26821275,-6.490225661,0,0
12841,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36718688,-7.591942682,0,0
12845,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.432505,-6.818162395,0,0
12840,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.12753085,-7.605358581,0,0
12846,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.19246334,-6.550447367,0,0
12844,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.40717245,-6.255077865,0,0
12847,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.26423912,-7.392445635,0,0
12849,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36914458,-6.440193378,0,0
12848,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.03630833,-9.556893713,0,0
12852,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.00052952,-6.990711243,0,0
12850,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.08000742,-6.560008062,0,0
12853,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.25796817,-6.525429748,0,0
12851,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.45904232,-5.313398038,0,0
12854,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.35312457,-6.326695008,0,0
12855,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.57549328,-6.253223053,0,0
12856,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.966374431,-7.371532994,0,0
12859,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.06520114,-7.013020507,0,0
12857,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.44410166,-5.907755302,0,0
12858,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.72839169,-5.955745624,0,0
12861,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.52512947,-5.842034584,0,0
12860,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.13621199,-6.159309644,0,0
12863,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.8515912,-5.815563495,0,0
12862,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.942132481,-5.068446227,0,0
12864,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.26450316,-8.468394169,0,0
12865,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.22606471,-6.198793008,0,0
12866,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.25678033,-5.627559808,0,0
12867,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.03584754,-7.098130205,0,0
12868,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.31081809,-6.48892166,0,0
12869,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.03808253,-7.467107866,0,0
12871,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.60311226,-6.609110053,0,0
12870,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36687931,-6.177729869,0,0
12872,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.64024138,-6.715051849,0,0
12873,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.31367551,-6.59021943,0,0
12876,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.73513366,-6.464039595,0,0
12875,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.05561688,-6.528180328,0,0
12874,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.2836343,-6.869974787,0,0
12877,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.35040694,-6.258461793,0,0
12879,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.15622874,-5.704560137,0,0
12880,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.5887539,-7.036150258,0,0
12881,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.1736043,-6.99620466,0,0
12878,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.77105206,-8.340293346,0,0
12882,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.53310334,-7.179438007,0,0
12883,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.39671945,-8.560088552,0,0
12884,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.43307135,-7.99394297,0,0
12885,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.15296634,-5.562021306,0,0
12887,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.70202119,-8.318872037,0,0
12888,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.20546441,-7.999612984,0,0
12886,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.38142421,-7.725606581,0,0
12892,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.25064911,-6.625978259,0,0
12891,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.63259426,-5.084150189,0,0
12890,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36178347,-6.636686101,0,0
12889,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.51640933,-6.894417827,0,0
12893,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.46679479,-7.169525529,0,0
12896,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.966051259,-6.667199665,0,0
12894,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.22497937,-5.921650628,0,0
12895,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.003577,-5.607663976,0,0
12898,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.18971522,-5.67060663,0,0
12899,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.8058479,-4.588087184,0,0
12897,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.64245571,-5.84549844,0,0
12901,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.06948667,-4.845227876,0,0
12900,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.38353974,-7.700191277,0,0
12903,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.48876901,-5.20201659,0,0
12902,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.52621023,-4.931136301,0,0
12904,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.80380012,-6.052399599,0,0
12907,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.6561647,-5.625928396,0,0
12906,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.54380473,-8.58184493,0,0
12905,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.71819763,-7.0234786,0,0
12909,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.2814339,-8.474212319,0,0
12910,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.31082401,-6.013147219,0,0
12908,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.64079486,-7.894578147,0,0
12911,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.90683906,-7.959282229,0,0
12912,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.3688124,-5.378663612,0,0
12914,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.934518794,-7.774602588,0,0
12913,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.28031541,-8.33942127,0,0
12916,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.54949034,-8.905573486,0,0
12917,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.75777085,-6.23356739,0,0
12918,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.23170822,-7.760467972,0,0
12920,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.29488088,-5.027130298,0,0
12915,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.51489605,-7.326404497,0,0
12921,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.11287775,-4.701399642,0,0
12919,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.43819535,-5.794384439,0,0
12922,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.60217329,-8.414308537,0,0
12923,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.34935788,-9.028365861,0,0
12927,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.0831286,-6.643171025,0,0
12926,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.27953116,-5.696230307,0,0
12925,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.0768801,-6.480736208,0,0
12928,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.64280185,-7.083405038,0,0
12924,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.40570778,-6.715406451,0,0
12930,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.60842166,-6.224956595,0,0
12929,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.20431444,-5.349547723,0,0
12931,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.71790129,-8.945916257,0,0
12932,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.13212429,-5.287122881,0,0
12933,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.956401085,-4.48355442,0,0
12935,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.04475788,-8.056908981,0,0
12934,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.08051247,-6.424919542,0,0
12936,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.00985423,-6.566709895,0,0
12939,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.73217602,-7.08058001,0,0
12937,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36476046,-6.558605425,0,0
12938,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.57730684,-8.012692828,0,0
12940,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.4638505,-5.092481535,0,0
12942,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.69483921,-7.632751431,0,0
12943,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.29442093,-8.029864257,0,0
12941,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.40294716,-4.116072176,0,0
12945,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.36861997,-6.432532268,0,0
12944,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.00005758,-8.379651179,0,0
12947,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.70892156,-8.56753348,0,0
12949,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.03208657,-5.127565976,0,0
12950,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.61703528,-7.51968468,0,0
12951,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.922830254,-7.345732361,0,0
12948,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.76094774,-8.508979574,0,0
12946,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.47846691,-7.648201334,0,0
12952,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.44418761,-7.352379079,0,0
12954,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.0508485,-6.148814847,0,0
12955,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.6254554,-5.840253689,0,0
12953,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.45080091,-7.722396173,0,0
12956,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.62982317,-5.58244511,0,0
12957,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.8077474,-6.282646678,0,0
12958,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.37874908,-7.148900937,0,0
12959,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.968761981,-7.518063643,0,0
12960,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.51120089,-5.482472446,0,0
12962,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.46712459,-5.997430739,0,0
12965,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.81339179,-8.233945066,0,0
12964,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.48407384,-5.441621071,0,0
12966,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.954587272,-7.553288046,0,0
12967,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.14214324,-6.791818883,0,0
12961,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.996216475,-7.528384777,0,0
12968,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.918161391,-6.007374149,0,0
12963,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.57645664,-7.032457945,0,0
12970,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.63463495,-5.352371558,0,0
12972,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.67811715,-7.897036122,0,0
12971,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.23902408,-4.782266219,0,0
12969,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.07557756,-7.832418489,0,0
12973,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.21713305,-6.181329769,0,0
12974,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-9.934765727,-5.412770245,0,0
12975,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.4689633,-6.392250035,0,0
12978,1,Indifferent Majority vs. Passionate Minority,1001,0,0,10,1,0,TRUE,10,0.6,10,1,-10.48328781,-6.479086225,0,0
